YEAR	TYPE	SOURCE	CONTEXT
1922	FIC	ContemporaryAmerican	. Seven English Cities. 1909. Imaginary Interviews. 1910. My Mark Twain. 1910. Parting Friends. 1911. (Farce.) New Leaf Mills. 1913
1922	FIC	ContemporaryAmerican	. Visionaries. 1905. Egoists -- A Book of Supermen. 1909. Promenades of an Impressionist. 1910. The Pathos of Distance. 1913. Ivory Apes and Peacocks. 1915. New
1922	FIC	ContemporaryAmerican	"Jungle. The Birthplace, and Other Tales. 1909. The Finer Grain. 1910. (Short stories.) The Outcry. 1911. A Small Boy and"
1922	FIC	ContemporaryAmerican	economy in words? BIBLIOGRAPHY Love and Life and Other Studies. 1908. Apostrophes. 1910. Erna Vitek. 1914. (Novel.) Mushrooms; A Book of Free
1922	FIC	ContemporaryAmerican	"degrees. Head of the department of economics, McGill University. BIBLIOGRAPHY Literary Lapses. 1910. Nonsense Novels. 1911. Sunshine Sketches of a Little Town. 1912."
1922	FIC	ContemporaryAmerican	The Son of a Fiddler. 1902. *Uncle William. 1906. Happy Island. 1910. Mr. Achilles. 1912. The Taste of Apples. 1913. Aunt Jane
1922	FIC	ContemporaryAmerican	"studying, without publishing a poem. Her first poem appeared in the Atlantic, 1910. She is a collector of Keats manuscripts and says that the poet who influenced"
1922	FIC	ContemporaryAmerican	Playhouse and the Play. 1909. (Essays.) A Garland to Sylvia. 1910. (Comedy.) Anti-Matrimony. 1910. (Satirical comedy.) Tomorrow.
1922	FIC	ContemporaryAmerican	(Essays.) A Garland to Sylvia. 1910. (Comedy.) Anti-Matrimony. 1910. (Satirical comedy.) Tomorrow. 1911. (Play.) Yankee
1922	FIC	ContemporaryAmerican	The Philosophy of the Short Story. 1901. A Study of the Drama. 1910. Vistas of New York. 1912. A Book about the Theatre. 1916
1922	FIC	ContemporaryAmerican	1905. The Philosophy of Friedrich Nietzsche. 1908. Men vs. the Man. 1910. (With R.R. LaMonte.) The Artist. 1912. Europe After 8:15.
1922	FIC	ContemporaryAmerican	"poet. Born at Haverford, Pennsylvania, 1890. A.B., Haverford College, 1910. Rhodes Scholar at Oxford, 1910-13. Editorial staff Doubleday, Page and Company"
1922	FIC	ContemporaryAmerican	. BIBLIOGRAPHY A Bundle of Myrrh. 1907. Man-Song. 1909. The River and I. 1910. The Dawn-Builder. 1911. The Stranger at the Gate. 1912. The Death
1922	FIC	ContemporaryAmerican	Short stories.) Monday Morning and Other Poems. 1909. Wild Oats. 1910. (Novel.) The Pioneers. 1910. (Poetic play.) *Pay-Envelopes.
1922	FIC	ContemporaryAmerican	. 1909. Wild Oats. 1910. (Novel.) The Pioneers. 1910. (Poetic play.) *Pay-Envelopes. 1911. (Short stories.) The Nine-Tenths
1922	FIC	ContemporaryAmerican	"at Wellesley College, 1901-3. Her play The Piper obtained the Stratford-on-Avon prize in 1910. Died in 1922. BIBLIOGRAPHY The Wayfarers -- A Book of Verse. 1898. Fortune"
1922	FIC	ContemporaryAmerican	since 1901. Deacon in the Baptist Church. BIBLIOGRAPHY Essays on Modern Novelists. 1910. Essays on Russian Novelists. 1911. Essays on Books. 1914. Browning
1922	FIC	ContemporaryAmerican	"11): 815 (portrait). Lond. Times, Mar. 17, 1910: 95. Poetry, 14 (' 19): 159. R. of"
1922	FIC	ContemporaryAmerican	"convention. "" BIBLIOGRAPHY Provenca: Poems Selected from Personae, Exultations, and Canzoniere. 1910. The Spirit of Romance. 1910. The Sonnets and Ballate of Cavalcanti. 1912"
1922	FIC	ContemporaryAmerican	"Selected from Personae, Exultations, and Canzoniere. 1910. The Spirit of Romance. 1910. The Sonnets and Ballate of Cavalcanti. 1912. (Translations.) Ripostes of"
1922	FIC	ContemporaryAmerican	Night. 1897. Captain Craig. 1902. The Town down the River. 1910. Van Zorn. 1914. (Play.) The Porcupine. 1915. (
1922	FIC	ContemporaryAmerican	Poems. 1901. The Life of Reason. 1905. Three Philosophical Poets. 1910. Winds of Doctrine. 1913. Philosophical Opinion in America. 1918. Character
1922	FIC	ContemporaryAmerican	", which was played by Doris Keane for almost ten years. BIBLIOGRAPHY The Nigger. 1910. The Boss. 1911. (Quinn, Representative American Plays, 1917."
1922	FIC	ContemporaryAmerican	"REVIEWS Eaton, W.P. Plays and Players, 1916. At the New Theatre, 1910. Moses. Harv. Grad. M. 17 (' 09): 599"
1922	FIC	ContemporaryAmerican	", 102 (' 12): 947. See also Book Review Digest, 1910, 1914. +Stuart P(ratt) Sherman+ -- critic. Born at Anita, Iowa, 1881. A.B."
1922	FIC	ContemporaryAmerican	"America. STUDIES AND REVIEWS Cooper. Eaton, W.P. At the New Theatre. 1910. Holliday, Robert C. Booth Tarkington. 1918. Nicholson, Meredith. The Hoosiers"
1922	FIC	ContemporaryAmerican	"Eaton, W.P. Plays and Players. 1916 - - - - - - - - At the New Theatre. 1910. Moses. Bookm. 33 (' 11): 353 (portrait),"
1922	FIC	ContemporaryAmerican	"). 1908 (Volume II). 1914 (Volume III). Optimos. 1910. (Poems.) Collects. 1915. STUDIES AND REVIEWS Karsner, D. Horace"
1920	FIC	ShortStoriesVarious	"on mine house for see her. "" B From Little Aliens, copyright, 1910, by Charles Scribner's Sons. By permission of the publishers. "" Very"
1920	FIC	ShortStoriesVarious	"was O. Henry, was an American journalist who lived during the years 1862 to 1910. For several years he wandered in the South and Southwest, gathering the many"
1920	FIC	ShortStoriesVarious	", was born in Dublin, Ireland, in 1876 and died in England in 1910. She lived almost all of her short life, however, in New York"
1920	MAG	Harpers	bit of my personal history. I was graduated from a well-known Eastern college in 1910 with the degree of Bachelor of Arts. Although I had worked my way through
1920	MAG	Harpers	"to the old charge of shiftlessness and laziness. "" Furthermore, the census of 1910 establishes that, for whatever reason, 5,192, - 535 negroes, or 71"
1921	FIC	FloodTide	"how the Michleen had been wrecked on the Wilton Shoals in the memorable gale of 1910; how the child's father had perished with the ship, leaving his little"
1921	FIC	FloodTide	"with a June, 1913, vest. Half the girdle is made out of 1910 satin, an' half out of 1919. Of course there's lights when"
1921	FIC	BrazilianTales	"de Mello) who was born in 1852 at Rio de Janeiro and died in 1910, after achieving a wide reputation in the field of the short story, novel"
1921	FIC	DaughterMiddle	"before a return to Chicago became necessary. Practically all of the spring months of 1910 were given to revising and proof-reading Cavanagh, Forest Ranger, which had genuinely interested"
1921	MAG	GoodHouse	"dwellings amounted to 10.5 percent. In 1900 the ratio was 12.2 percent; in 1910, it was 13.8 percent; in 1920, it was 23 percent. Originating"
1921	MAG	Atlantic	"1896, in a famous discourse, proclaimed the right to strike; and in 1910, following a strike, he instituted proceedings against the Confederation Generale du Travail,"
1921	MAG	Harpers	extensive warfare on a destructive private habit that the world has ever known. In 1910 I traveled for months through the far interior of China and on every hand met
1922	FIC	ContemporaryAmerican	"), 772. STUDIES AND REVIEWS Eaton, W.P. At the New Theatre. 1910. Am. M. 71 (' 10): 121 (portrait)."
1922	FIC	ContemporaryAmerican	"Sacred Heart, Cincinnati, 1881-4. BIBLIOGRAPHY The Tenants. 1908. *Nathan Burke. 1910. The Legacy. 1911. Van Cleve. 1913. *The Rise of Jennie Cushing. 1914"
1922	FIC	ContemporaryAmerican	"1908; studied at the University of Goettingen, 1909; University of Berlin, 1910. With Charles Scribner's Sons since 1911. Strongly influenced by Whitman and Henley"
1922	FIC	ContemporaryAmerican	. The Riverman. 1908. *The Rules of the Game. 1909. The Cabin. 1910. The Land of Footprints. 1912. (Travel.) African Camp Fires.
1922	FIC	ContemporaryAmerican	of the Balance. 1907. Abraham Lincoln. 1908. The Gold Brick. 1910. On the Enforcement of Law in Cities. 1910. The Fall Guy.
1922	FIC	ContemporaryAmerican	. The Gold Brick. 1910. On the Enforcement of Law in Cities. 1910. The Fall Guy. 1912. Forty Years of It. 1914. Memories
1922	FIC	ContemporaryAmerican	"Ames Williams+ -- novelist. Born at Macon, Mississippi, 1889. A.B., Dartmouth, 1910. Newspaper writer until 1916. BIBLIOGRAPHY All the Brothers Were Valiant. 1919."
1922	MAG	Atlantic	? 1912); at La Quina (1911); and in Jersey (1910). From the investigation of this large series of specimens we have learned that
1922	MAG	Atlantic	"an up-to-date battle-fleet. In this connection it is appropriate to recall that, before 1910,? and as a measure of naval efficiency in expectation of war by Germany"
1922	MAG	Atlantic	"protectorate on Korea, and finally absorbing Korea as an integral part of Japan in 1910. Nor was the situation limited to the Philippines; for it has further possibilities"
1922	MAG	Atlantic	"served only to hasten the end, which Caine on the twenty-second of August, 1910, when Korea was formally annexed to the Empire of Japan. II The imperial"
1922	MAG	Atlantic	"built in fourteen cities and towns. The 500 miles of road which existed in 1910 were increased to 8000, it being proposed eventually to cover the peninsula with a"
1922	MAG	Harpers	"purchasing senses effectively to work in selling this staple of life. In the year 1910 a bank accountant in Harrisburg, Pennsylvania, applied his imagination about people to the"
1923	MAG	Time	"deaths from this disease per 100,000 population-less than one-sixth the rate (19.59) for 1910. Three cities with an aggregate population of 473,975 were without a single death from"
1923	MAG	Time	"a restriction of aliens to 2% annually of the number of each nationality here in 1910, instead of 3 per cent, as at present. The plan would reduce"
1923	MAG	Time	"held in Rio de Janeiro in 1906, and the fourth in Buenos Aires in 1910. # Chile: Some misapprehension is being caused by the absence from Santiago of"
1923	MAG	Time	"of a small art store in New York. Secretary Mellon divorced Mrs. Mellon in 1910 for desertion. # Engaged: Mrs. Blanche Estabrook Roebling, of Manhattan, to"
1923	MAG	Time	"twice the size of the State of Minnesota, was annexed by the Japanese in 1910 after a military occupation extending from 1904. In 1919 by an Imperial Rescript Korea"
1923	MAG	Time	"here in 1890, instead of the present quota of 3%, based on the 1910 census. It would exclude Japanese and low-caste Hindus. # Labor wants immigration cut"
1923	MAG	Mentor	"true incident, told me by a Gloucester man of the schooner Dawn: In 1910 the seiner Eleanor was dismasted in a storm and driven on outlying rocks. She"
1924	MAG	Time	"Smith's enrollment grow under his guidance from 14 girls in 1873 to 1,635 in 1910, when he retired. His definition of what a graduate of a woman's"
1924	MAG	Time	"Viscount Francis Knollys, 87, private secretary to the late King Edward and from 1910 to 1913 to King George; in London. He was the last survivor of"
1924	MAG	Time	"not to go there a second time; so he stuck to the law until 1910. # In that year, John William attended the State Convention. It was"
1924	MAG	Time	"Bill, are: # 1) Changes the quota base from the census of 1910 to the census of 1890, thus giving practical preference to west and north European"
1924	MAG	Time	", 1921 (3% of number of aliens resident in country according to census of 1910); # 9) Reduces classes of exempted aliens (students, officials,"
1924	MAG	Time	"E. Fraser, Louis Ayres, H. Siddons Mowbray. The Commission was established in 1910 to take charge of all Federal Art matters and to approve architectural and artistic projects"
1924	MAG	Mentor	", how better to do so than to look at a seal stone found in 1910 in Babylonia of the fourteenth century B. C.? On this stone is a scene"
1924	MAG	Mentor	"and I arrived there with him on the evening of Thursday, April 14, 1910. Just a week from that day and hour Mark Twain died. He had"
1924	MAG	NatGeog	"work, "" The Goldfish and Its Culture, "" published in New York in 1910, this absurd notion is given currency in the following words: "" The direction"
1924	MAG	Atlantic	"profits which the word monopoly implies. In the meat industry during the prewar years 1910 to 1913, Armour's profits ranged from 3.4 per cent to 9.3 per cent"
1924	MAG	Atlantic	"profiteer. In the South American supplement to the London Times of September 27, 1910, it was said that the SEo Paulo Railway in Brazil was the most prosperous"
1924	MAG	Atlantic	are well located amid a dense productive population. In their whole history up to 1910? beginning as far back as 1846? the government roads have yielded a total
1924	MAG	Atlantic	Senate to prevent the President's making removals for per-canal or partisan reasons. In 1910 a resolution was introduced in the mate. calling upon President Taft to request the
1925	MAG	Time	"Imperial master; he knew him as few men did; he left him in 1910, thoroughly disgusted and, as Bismarck did 20 years earlier, with a profound"
