YEAR	TYPE	SOURCE	CONTEXT
1950	NEWS	NYT-Let	"Nov. 7, 1950. W.J. TRENT Jr. New York, Nov. 9, 1950. AL... pg. 156 Letters to The Times Granting U. N. Status Criteria"
1950	NEWS	NYT-Let	"truly powerful fnrop for wrirld peace. LOUIS WALDMAN, New York, Nov. 7. 1950. Negro Education Needs Pattern Considered Unchanged on Undergraduate Level The writer of the following"
1950	NEWS	NYT-Let	"race or creed. W. J. TRENT Jr. New York, Nov. 9, 1950. Uprising Not Bloodless To THE EDITOR OF THE NEW YORK TIMES: Allow me"
1950	NEWS	NYT-Let	"was shed on that day. ALEXANDRE TARSAIDZE. New York, Nov. 8, 1950. Puerto Rico's Record Tradition of Non-Violence Said to Repudiate Nationalists' Acts The"
1950	NEWS	NYT-Let	"to the proper extent. STANLEY M. ISAAcs. New York, Nov. 9, 1950. An editorial on this subject appears elsewhere on this page. To Deal With"
1950	NEWS	NYT-Let	"these unusual problems efficiently. JOHN S. NEWSTEAD, New York, Nov. 4, 1950. Correcting a Traffic Hazard To THE EDITOR OF THE NEW YORK TIMES: Many"
1950	NEWS	NYT-Let	"police should guard this intersection. EDGAR MARX. New York, Nov. 4, 1950. Use of Pony Express Suggested To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Ed	"1 if the companies have not signed. Although it was only June 27, 1950, less than six months ago, that the T. W. U. signed at City"
1950	NEWS	NYT-Let	", Professor of Government, New York University. New York, Dec. 7, 1950. Use of Atom Opposed To THE EDITOR OF THE NEW YORK TIMES: How"
1950	NEWS	NYT-Let	"the atom bomb. MARY KELLOGG. Orient, N. Y., Dec. 4, 1950. Our Formosa Policy To THE EDITOR OF THE NEW YORK TIMES: The critical"
1950	NEWS	NYT-Let	"into 1 desperate actions. WERNER LEVI. Delhi, India, Nov. 29, 1950. Task of Free Men To THE EDITOR OF THE NEW YORK TIMES: Once"
1950	NEWS	NYT-Let	"have been reached. THEohoitE S. KENYON. New York, Dec, 4, 1950. A Student's Views To THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"mediation and concession? JOANNA Litl'INCOTT. Brom:vine, N. Y., Dec. 6, 1950. To THE EDITOR OF THE NEW YORK TIMES: It is galling enough for"
1950	NEWS	NYT-Let	"PERCY LAWRENCE MILLER, M. D. Bradley Beach, N. J., Dec. 6, 1950. Cease-Fire or Atom Bomb To THE EDITOR OF THE NEW YORK TIMES: Your"
1950	NEWS	NYT-Let	"to Communist murderers. HORACE S. STEWART. Bangor, Me., Dec. 7, 1950. U. N. Mission Proposed Decision on Bomb To THE EDITOR OF THE NEW YORK"
1950	NEWS	NYT-Let	"moral issue. FREDERICK SHANNON. Jackson Heights, N. Y., Dec. 5, 1950. No U. N. Seat To THE EDITOR OF THE NEW YORK TIMES: The"
1950	NEWS	NYT-Let	"GEORGE W. HALL. Long Island City, N. Y., Dec. T, 1950. Federalizing? Medicine Health Plan Envisaged as Inviting Malingering, Political Abuses To THE"
1950	NEWS	NYT-Let	"other alternative. FREDERICK M. ALLEN, M. D. New York, Dec. 8, 1950. Transportation Department Salaries To THE EDITOR OF THE NEW YORK TIMES: In the"
1950	NEWS	NYT-Let	", and many other factors. ROBERT DELEON. New York, Dec. 8, 1950. Photos of Communists Criticized To THE EDITOR OF THE NEW YORK TIMES: I"
1950	NEWS	NYT-Let	"Truman and our allies. ANN CALLAGHANLqng Beach, L. I., Dec. 1, 1950. Charges of Appeasement TO? THE EDIToH OF THE NEW YORK TIMES: Of"
1950	NEWS	NYT-Let	"with half-baked products? HENRI PEYRE. New Haven, Conn., Dec. 4, 1950. Measures to Halt Inflation Consideration Urged of Means to Curb Consumer Purchasing Power gency"
1950	NEWS	NYT-Let	into effect will take a very large outlay of money. The United Hospital Fund 1950 Campaign now being conducted on behalf of these eighty hospitals is geared to help them
1950	NEWS	NYT-Let	", 8 East Forty-first Street, New York City. 0. PARKER MCCOMAS, 1950 Campaign Chairman. New York, Dec. 6, 1950. Appraising Tito's Army"
1950	NEWS	NYT-Let	"0. PARKER MCCOMAS, 1950 Campaign Chairman. New York, Dec. 6, 1950. Appraising Tito's Army Acceptance Criticized of Figures on Divisions Available To THE EDITOR"
1950	NEWS	NYT-Let	"of Yugoslavia, Secretary General, Croatian Peasant Party. London, Dec. 4, 1950. Term Aggressor Queried To THE EDITOR OF THE NEW YORK TIMES: Regarding your"
1950	NEWS	NYT-Let	"the U. N. this week. H. M. Mom. Boston, Nov. 30, 1950. To THE EDITOR OF THE NEW YORK TIMES: Your editorial of Dec. 2"
1950	NEWS	NYT-Let	"proportion to civilian production. MIKLOS N. RAJK. New York, Dec. 3, 1950. Hospitals in Civilian Defense To THE EDITOR OF THE NEW YORK TIMES: The"
1950	NEWS	NYT-Let	"P. VAN DUSEN, President, Union Theological Seminary New York, Dec. 8, 1950. Invasion by Afghan Troops Denied To THE EDITOR OP THE NEW Vont* TIM Es"
1950	NEWS	NYT-Let	"EL-MODJADIDI, Attach?, Royal Embassy of Afghanistan. Washington, Dec. 5, 1950. Tribute to Dr. Dickinson To THE EDITOR OF THE NEW YORK TINIER: Few"
1950	NEWS	NYT-Let	"S. ICRECH, President, Maternity Center Association. New York, Dec. 3, 1950. Traffic as Rescue Problem Relief From Street Congestion Urged as Civil Defense Measure Electrical"
1950	NEWS	NYT-Let	"from loose high tension wires MORRIS J. STEIN, New York, Dec. 8, 1950. To THE EDITOR OF THE Nzw Yonx TIMES: In these days Of growing"
1950	NEWS	NYT-Let	"the policy of your Government. ARNOLD LUNN. New York, Dec. 12, 1950. Voluntary Fingerprinting Urged To THE EDITOR OF THE NEW YORK TIMES: A news"
1950	NEWS	NYT-Let	"and filed with that bureau. NORBERT BROWN. New York, Dec. 8, 1950. Gifts for Prison-Shadowed Homes To THE EDITOR OF THE NEW YORK TIMES: Each"
1950	NEWS	NYT-Let	"Commander in Chief, The Volunteers of America. New York, Dec. 4, 1950. Mr. Wu on American Friendship To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	"I have described above. NELSON Fuson. Nashville, Tenn., Dec. 6, 1950, Jerusalem's Holy Sepulcher Esthetic and Religious Factors in Rebuilding of Church Considered."
1950	NEWS	NYT-Let	"feelings still further. KENNETH J. CONANT. Cambridge, Mass., Dec. 8, 1950. Crossing the Styx' With Decorum To THE EDITOR OF THE NEW, YORK"
1950	NEWS	NYT-Let	"Senator McCarthy and Professor Perry. SIDNEY HOOK. New York, Dec. 13, 1950. Slavic Origin of the Wends To THE EDITOR OF THE NEW YORK TIMES:"
1950	NEWS	NYT-Let	""" Wends. "" J. GORICAR. Hempstead. N. Y.. Dec. 1. 1950. Coal Consumers Protective Association, Inc. New York, Dec. 13, 1950"
1950	NEWS	NYT-Let	"1950. Coal Consumers Protective Association, Inc. New York, Dec. 13, 1950. Futility of Atom Bombs To THE EDITOR OF THE NEW YORK TIMES: Having"
1950	NEWS	NYT-Let	"on futile missiles? H. CHARLES FRITH. Hove, England, Dec. 2, 1950.' Elimination of Smoke Incorrect Use of Fuels and Equipment Said to Be at"
1950	NEWS	NYT-Reg	". The President already has authority to do this under the Defense Production Act of 1950, and he will gain even more after he issues his emergency proclamation Saturday."
1950	NEWS	NYT-Reg	"indicated in the corporation's assertion that its 1951 models are far superior to the 1950 models. In the. three lilies of passenger cars introduced, the corporation has"
1950	NEWS	NYT-Reg	"a Federal grand jury secretary from Dec. 16, 1948, until June 15, 1950. Mr. Doran, a retired sales executive, testified that Remington had denied under"
1951	NEWS	NYT-Let	"NEW YORK TIMES: In a letter published in THE NEW YORK TIMES Dec. 26. 1950, George D. Braden refers to the American Medical Association's proposal to promote private"
1951	NEWS	NYT-Let	"To THE EDITOR OF THE NEW YORK TIMES: Your editorial of Dec. 19, 1950, on "" Medical Manpower "" deserves commendation on at least two counts. """
1951	NEWS	NYT-Let	"concerned. These regulations, set out in a departmental memorandum of Nov. 9, 1950, are a long step backward toward a well-forgotten paternalism in Indian affairs. Revocation"
1951	NEWS	NYT-Let	"before or after the university. The London Times Educational Supplement of Dec. 22, 1950, in commenting on the conference's discussions, is of the opinion that university"
1951	NEWS	NYT-Let	"Government Spokesman, the Republic of China. Taipei, Formosa, Dec. 20, 1950. Need for Backing U. N. Seen To THE EDITOR OF THE NEW YORK TIMES"
1951	NEWS	NYT-Let	"is surely the first step in inducing people to save more. Between 1947 and 1950, among spending units with incomes of $3,000 to $4,999, -- the proportion of"
1951	NEWS	NYT-Let	"D.. Superintendent, Grenfell Mission. St. Anthony, Nfld., Dec. 29, 1950. Limited Rises I agree that the growth in the value of bonds might have"
1951	NEWS	CSMonitor	"program. Authorization for the permission to borrow the money was unexpectedly refused by the 1950 State Legislature, but city officials are pressing for permission this year. 0'"
1951	NEWS	CSMonitor	"respectively. The city-built garage at Lincoln and Essex Streets which opened Sept. 1, 1950, has room for 364 vehicles. Present plans are for the construction of another"
1951	NEWS	CSMonitor	"and from Franklin and Pearl $64,055.95. These totals are up through Nov. 30, 1950. Revenue will fall off sharply in 1951, since the Winthrop Square open air"
1951	NEWS	NYT-Ed	"the President's new Stateof-the-Union message is to remind ourselves again what a disappointing year 1950 was. It is true that "" the free peoples of the world "" have"
1951	NEWS	NYT-Reg	"contract with the publishing house for the book -- it was dated June 2, 1950 -- and asked her when she signed it. She replied that it was some"
1951	NEWS	NYT-Reg	"was later brought out that the Remington indictment was handed down on June 8, 1950. Mr. Chanler inquired whether there had been a previous contract with. the same"
1951	NEWS	NYT-Reg	"book for the first time in the latter part of July or early August, 1950. It was also brought out that although she had known Mr. Brunini since April"
1951	NEWS	NYT-Reg	"this year, while the houses were started, and all but completed, in 1950. The first order on copper restrictions was issued Nov. 29 and the second on"
1951	NEWS	NYT-Reg	"that occurred for ten months before the last contract was signed, March 6, 1950. All participants also called the agreement a constructive contribution to the present needs of"
1951	NEWS	Chicago	"vas $4,556,776.70 in the period from July 1, 1949, to June 30, 1950. This figure was based on a study of the books of the south side"
1951	NEWS	Chicago	"other captains. O'Connell was reported to have told the jurors that he drives a 1950 Mercury auto, and that he usually trades for a new car each year."
1951	NEWS	NYT-Reg	"require the stabilization of rates below those paid during the period from May 24, 1950, to June 24, 1950. That is the period immediately preceding the Korean"
1951	NEWS	NYT-Reg	"those paid during the period from May 24, 1950, to June 24, 1950. That is the period immediately preceding the Korean fighting. Some parts of the"
1951	NEWS	NYT-Let	"produced filament yarns and staple fibers made in this country totaled over 1,400,000,000 pounds for 1950. Now another field of conquest has opened to man-made fibers by the development of"
1951	NEWS	NYT-Let	"sources of control are the most appropriate "" (i.e., legislation). In 1950, following the court decision, Governor Dewey supported, and the State Senate and"
1951	NEWS	NYT-Reg	"Lacter, a staff accountant, showed that every record prior to Jan. 1, 1950, was missing. In addition, Mr. Hogan pointed out, the data for"
1951	NEWS	NYT-Reg	agreement changes made in salary and wage levels follow the pattern of a company's 1950 records and that the over-all increases or other changes do not exceed the proportions of
1951	NEWS	NYT-Reg	"minor amendments, supported by Mr., to the substantive rent control law of 1950. Seven grounds on which landlords may obtain increases are set forth in the"
1951	NEWS	WallStJrnl	"who have received boosts 10 "" -e over their pay level of January 15, 1950. It provided for no further increases. once that limit is reached, even"
1951	NEWS	WallStJrnl	""" of this problem. Last year. in its executive session work on the 1950 tax hill, the House Ways and Means Committee at I ore point by a"
1951	NEWS	NYT-Let	"Bureau of Sta. tistics of the Department of Labor published figures as of December, 1950, showing that the average gross earn? ings of "" Production Workers in Se."
1951	NEWS	NYT-Let	"? ings of "" Production Workers in Se. lected Industries "" as of September, 1950, was $60.38, or $34.70 in 1939 dollars. The problem of price control"
1951	NEWS	NYT-Let	"or fortuneteller? If not, how could you or I foretell in January, 1950, that for income tax Form 1040 (1950), Schedule A, on"
1951	NEWS	NYT-Let	"or I foretell in January, 1950, that for income tax Form 1040 (1950), Schedule A, on Page 2, we should keep records of each"
1951	NEWS	NYT-Let	". The law that attempts to require it was not passed until March 10, 1950, two months and a half after the beginning of the tax year. Only"
1951	NEWS	NYT-Let	when the method of major fractions is used. The following results based on the 1950 census figures are typical: District (- Population inn 15 Large 30 Small Differ.
1951	NEWS	NYT-Reg	"not representation before the R. F. C. Mr. Fruehauf said that on Feb. 16, 1950, he had conferred with directors of the lending agency and had found them apparently"
1951	NEWS	NYT-Reg	"Fruehauf told a meeting of stockholders'.? representatives in Washington in February of 1950 after these men, representing nearly 100. per cent of Lustron stock, had offered"
1951	NEWS	NYT-Reg	"adopt automatic block signals and cab signal relays, and its over-all safety record for 1950 and for the preceding decade was bett'r than the national average for all railroads."
1951	NEWS	CSMonitor	"in 1947 (the year of the veterans' bonus); and $361,000,000 in 1950. We have found that while the relative capacity of the private economy of our"
1951	NEWS	CSMonitor	will be passed at the 1951 session of Congress. On the basis of the 1950 census Massachusetts retains its present 14 seats in the United States House of Representatives.
1951	NEWS	CSMonitor	"shifts had been necessary throughout the nation instead of the 14 shifts required by the 1950 census, Massachu setts would have been dropped from 14 to 13 congressional seats."
1951	NEWS	NYT-Reg	". I was afraid of the story coming out. "" On May 24, 1950, Julius came to see me and David He had a copy of The New"
1951	NEWS	WallStJrnl	"planting of 28,500.000 acres of upland cotton, 10 million more than were planted in 1950. Texas' shares of the total crop is 11.600.000 bales. or about 72%"
1951	NEWS	WallStJrnl	"stockpiling, asserting total investment in inventory stocks or commodity loans as of March, 1950, was "" a little more than $4 billion. "" He said less than"
1951	NEWS	WallStJrnl	"totaled 27,168 tons, against 28,416 tons in January and 18,487 tons in Februirry, 1950, according to the Defense Council of the Ingot Brass and Bronze Tidostry."
1951	NEWS	NYT-Reg	". This group asserts that it is the Security Council resolutions of June 25-27, 1950, that define the military obligations of the United Nations members, and the objectives"
1951	NEWS	NYT-Reg	". He listed the following serious crimes - ts committed on a single average day in 1950: 301 felonious killings or assaults; 146 robberies; 1,129 pilces burglarized; 468"
1951	NEWS	NYT-Let	program's. There is some encouragement for us in the resolution adopted by the 1950 U. N. Assembly directing the Secretary General and the U. N. Food and Agricultural Organization
1951	NEWS	NYT-Let	"threat to bomb Chinese territory, it should be remembered that on Feb. 14, 1950, Messrs. Vishinsky and Chou En-lai signed a "" Treaty of Friendship, Alliance"
1951	NEWS	NYT-Let	Russian-backed attack this year were clearly understood. During the four years from 1947 through 1950 Soviet Russia held in the palm of her military hand the most tempting prize in
1951	NEWS	CSMonitor	"** Under the liberalized old-age assistance program voted by the people on Nov. 7, 1950, the amount will be boosted to 54,000 on June 1, 1951, unless"
1951	NEWS	NYT-Ed	"in straight-time wage rates to 10 per cent above the level prevailing Jan. 15, 1950. The three dissenting votes were cast by the three labor members, who then"
1951	NEWS	NYT-Reg	"Old Guard "" When the Labor Government of Clement R. Attlee weathered the February, 1950, election with a small majority, Ernest Bevin confounded the prophets who predicted that"
1951	NEWS	NYT-Reg	"determination of like-minded nations never to fight again. "" In the close election of 1950, Mr. Bevin held East Woolwich for Labor against four candidates with an increased majority"
1951	NEWS	NYT-Reg	"between Britain and the other powers. On his sixty-ninth birthday, March 9, 1950, Mr. Bevin acted as "" host "" to the' King and Queen and"
1951	NEWS	NYT-Reg	"of the French Republic, and Mme. Auriol at a luncheon. In May, 1950, Mr. Bevin took part in the London conference of Western European foreign ministers."
1951	NEWS	NYT-Reg	"forces. Meeting of Big Three Mr. Bevin came to New York in September, 1950, for the meetings of the Western European Big Three', Foreign Ministers and"
1951	NEWS	NYT-Reg	", Mr, Bevin in a speech in the House of Commons in November, 1950, rejected the Soviet proposal for four-power talks on unification and demilitarization of Germany and"
1951	NEWS	NYT-Reg	"'s coal, iron and steel resources. Mr. Bevin's health was poor throughout 1950. He underwent an operation for hemorrhoids in April and for the removal of a"
